PL_NUMBER,PL_AREA,LANDUSE,MAIN_AREA,SERVICE_AREA,CELL_SIZE_TOTAL,CELL_SIZE_MIN,CELL_SIZE_MAX,HOUSING_UNITS,BUILDING_HEIGHT,FLOORS_NUM,TOTAL_AREA,AUTHORITY,DISTRICT,SECTOR_GROUP,CONFIRMATION_YEAR,CONSTRUCTION_TYPE_GROUP
257-0744540,257-0744540-1,מגורים,576.0,96.0,400.0,0,0,0,12.5,4,672.0,מחוזית,צפון,חברה ערבית,2021,חדשה
633-0921650,633-0921650-13,מגורים,220.0,60.0,500.0,0,0,1,10.5,2,280.0,מחוזית,דרום,חברה כללית / מעורבת,2021,חדשה
633-0921650,633-0921650-11,מגורים,240.0,60.0,599.0,0,0,1,10.5,2,300.0,מחוזית,דרום,חברה כללית / מעורבת,2021,חדשה
204-0765354,204-0765354-4,מגורים,570.4,92.0,460.0,0,0,4,14.4,4,662.4,מחוזית,צפון,חברה ערבית,2021,חדשה
204-0765354,204-0765354-1,מגורים,768.8,124.0,620.0,0,0,4,14.4,4,892.8,מחוזית,צפון,חברה ערבית,2021,חדשה
204-0765354,204-0765354-2,מגורים,620.0,100.0,500.0,0,0,4,14.4,4,720.0,מחוזית,צפון,חברה ערבית,2021,חדשה
204-0765354,204-0765354-3,מגורים,590.24,95.2,476.0,0,0,4,14.4,4,685.44,מחוזית,צפון,חברה ערבית,2021,חדשה
101-0902015,101-0902015-1,מגורים,728.0,72.0,501.0,0,0,5,12.0,4,800.0,מחוזית,ירושלים,חברה ערבית,2021,התחדשות
354-0846360,354-0846360-100,מגורים,3250.0,1000.0,1160.0,0,0,24,0.0,6,4250.0,מחוזית,חיפה,חברה ערבית,2021,חדשה
506-0380212,506-0380212-115,מגורים,15155.0,7065.0,7814.0,0,0,157,0.0,15,22220.0,מחוזית,תל-אביב,חברה כללית / מעורבת,2021,חדשה
506-0380212,506-0380212-108,מגורים,8155.0,3825.0,2446.0,0,0,85,0.0,16,11980.0,מחוזית,תל-אביב,חברה כללית / מעורבת,2021,חדשה
506-0380212,506-0380212-110,מגורים,19810.0,9270.0,6094.0,0,0,206,0.0,16,29080.0,מחוזית,תל-אביב,חברה כללית / מעורבת,2021,חדשה
506-0380212,506-0380212-101,מגורים,12985.0,6075.0,4025.0,0,0,135,0.0,15,19060.0,מחוזית,תל-אביב,חברה כללית / מעורבת,2021,חדשה
506-0380212,506-0380212-103,מגורים,15045.0,6975.0,4959.0,0,0,155,0.0,15,22020.0,מחוזית,תל-אביב,חברה כללית / מעורבת,2021,חדשה
506-0380212,506-0380212-112,מגורים,14015.0,6525.0,3983.0,0,0,145,0.0,16,20540.0,מחוזית,תל-אביב,חברה כללית / מעורבת,2021,חדשה
506-0380212,506-0380212-107,מגורים,13555.0,6345.0,3925.0,0,0,141,0.0,17,19900.0,מחוזית,תל-אביב,חברה כללית / מעורבת,2021,חדשה
506-0380212,506-0380212-100,מגורים,14965.0,6975.0,4687.0,0,0,155,0.0,15,21940.0,מחוזית,תל-אביב,חברה כללית / מעורבת,2021,חדשה
506-0380212,506-0380212-113,מגורים,18275.0,8505.0,6031.0,0,0,189,0.0,16,26780.0,מחוזית,תל-אביב,חברה כללית / מעורבת,2021,חדשה
304-0207985,304-0207985-512,מגורים,953.0,600.0,921.0,0,0,10,8.0,9,1553.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-584,מגורים,575.0,360.0,644.0,0,0,6,15.0,5,935.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-586,מגורים,647.0,360.0,652.0,0,0,6,15.0,4,1007.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-724,מגורים,618.0,360.0,640.0,0,0,6,17.0,5,978.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-611,מגורים,653.0,360.0,640.0,0,0,6,20.0,6,1013.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-739,מגורים,645.0,360.0,652.0,0,0,6,20.0,6,1005.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-615,מגורים,659.0,360.0,728.0,0,0,6,20.0,6,1019.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-617,מגורים,686.0,360.0,823.0,0,0,6,20.0,6,1046.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-741,מגורים,670.0,360.0,674.0,0,0,6,17.0,5,1030.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-622,מגורים,651.0,360.0,667.0,0,0,6,17.0,5,1011.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-625,מגורים,640.0,360.0,667.0,0,0,6,20.0,6,1000.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-632,מגורים,620.0,360.0,656.0,0,0,6,23.0,7,980.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-635,מגורים,624.0,360.0,656.0,0,0,6,23.0,7,984.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-636,מגורים,647.0,360.0,656.0,0,0,6,23.0,7,1007.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-760,מגורים,647.0,360.0,640.0,0,0,6,20.0,6,1007.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-763,מגורים,672.0,420.0,678.0,0,0,7,20.0,6,1092.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-520,מגורים,1610.0,1020.0,1948.0,0,0,17,11.5,7,2630.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-649,מגורים,945.0,540.0,969.0,0,0,9,20.0,6,1485.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-651,מגורים,601.0,360.0,640.0,0,0,6,17.0,5,961.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-522,מגורים,1015.0,600.0,958.0,0,0,10,11.5,7,1615.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-530,מגורים,1032.0,600.0,966.0,0,0,10,11.5,7,1632.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-538,מגורים,1040.0,660.0,1024.0,0,0,11,11.5,7,1700.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-667,מגורים,675.0,360.0,640.0,0,0,6,20.0,6,1035.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-669,מגורים,659.0,360.0,656.0,0,0,6,23.0,7,1019.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-670,מגורים,631.0,360.0,656.0,0,0,6,20.0,6,991.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-547,מגורים,1240.0,720.0,1280.0,0,0,12,14.0,5,1960.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-549,מגורים,625.0,360.0,768.0,0,0,6,14.0,4,985.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-555,מגורים,1076.0,660.0,1035.0,0,0,11,11.5,9,1736.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-557,מגורים,1071.0,660.0,1002.0,0,0,11,8.0,9,1731.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-566,מגורים,994.0,600.0,962.0,0,0,10,4.5,9,1594.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-568,מגורים,951.0,600.0,902.0,0,0,10,4.5,9,1551.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-704,מגורים,736.0,420.0,715.0,0,0,7,20.0,6,1156.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-506,מגורים,980.0,600.0,935.0,0,0,10,4.5,9,1580.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-503,מגורים,954.0,600.0,902.0,0,0,10,4.5,9,1554.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-716,מגורים,648.0,360.0,664.0,0,0,6,20.0,6,1008.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-515,מגורים,950.0,600.0,989.0,0,0,10,8.0,9,1550.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-598,מגורים,615.0,360.0,662.0,0,0,6,11.5,5,975.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-600,מגורים,640.0,360.0,661.0,0,0,6,11.5,5,1000.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-608,מגורים,610.0,360.0,778.0,0,0,6,11.5,5,970.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-726,מגורים,655.0,360.0,640.0,0,0,6,17.0,5,1015.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-729,מגורים,649.0,360.0,669.0,0,0,6,17.0,5,1009.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-732,מגורים,1634.0,960.0,1510.0,0,0,16,20.0,6,2594.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-614,מגורים,661.0,360.0,692.0,0,0,6,20.0,6,1021.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-618,מגורים,671.0,360.0,638.0,0,0,6,20.0,6,1031.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-745,מגורים,633.0,360.0,653.0,0,0,6,20.0,6,993.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-746,מגורים,665.0,360.0,653.0,0,0,6,20.0,6,1025.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-747,מגורים,625.0,360.0,674.0,0,0,6,17.0,5,985.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-626,מגורים,660.0,360.0,667.0,0,0,6,20.0,6,1020.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-631,מגורים,590.0,360.0,651.0,0,0,6,23.0,7,950.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-638,מגורים,665.0,360.0,640.0,0,0,6,23.0,6,1025.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-759,מגורים,440.0,300.0,664.0,0,0,5,17.0,5,740.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-764,מגורים,660.0,360.0,671.0,0,0,6,17.0,5,1020.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-643,מגורים,651.0,360.0,640.0,0,0,6,20.0,6,1011.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-767,מגורים,812.0,480.0,819.0,0,0,8,20.0,6,1292.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-518,מגורים,879.0,480.0,958.0,0,0,8,11.5,6,1359.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-521,מגורים,932.0,600.0,922.0,0,0,10,11.5,6,1532.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-654,מגורים,673.0,420.0,650.0,0,0,7,20.0,6,1093.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-655,מגורים,829.0,420.0,764.0,0,0,7,20.0,6,1249.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-526,מגורים,1013.0,600.0,946.0,0,0,10,11.5,7,1613.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-527,מגורים,910.0,600.0,943.0,0,0,10,11.5,7,1510.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-534,מגורים,1058.0,600.0,989.0,0,0,10,8.0,9,1658.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-537,מגורים,992.0,600.0,990.0,0,0,10,11.5,7,1592.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-540,מגורים,979.0,600.0,946.0,0,0,10,11.5,7,1579.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-544,מגורים,1800.0,1020.0,1608.0,0,0,17,8.0,8,2820.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-676,מגורים,744.0,420.0,705.0,0,0,7,20.0,6,1164.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-679,מגורים,665.0,360.0,663.0,0,0,6,17.0,5,1025.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-674,מגורים,786.0,420.0,725.0,0,0,7,20.0,6,1206.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-556,מגורים,1069.0,600.0,1005.0,0,0,10,11.5,9,1669.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-689,מגורים,633.0,360.0,643.0,0,0,6,20.0,6,993.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-558,מגורים,1203.0,720.0,1163.0,0,0,12,8.0,9,1923.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-564,מגורים,1005.0,600.0,1044.0,0,0,10,8.0,9,1605.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-691,מגורים,435.0,300.0,646.0,0,0,5,11.5,4,735.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-696,מגורים,619.0,360.0,670.0,0,0,6,17.0,5,979.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-567,מגורים,995.0,600.0,970.0,0,0,10,4.5,9,1595.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-569,מגורים,945.0,600.0,902.0,0,0,10,4.5,9,1545.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-703,מגורים,691.0,420.0,674.0,0,0,7,20.0,6,1111.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-706,מגורים,701.0,420.0,658.0,0,0,7,20.0,6,1121.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-708,מגורים,736.0,420.0,690.0,0,0,7,20.0,6,1156.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-505,מגורים,937.0,600.0,898.0,0,0,10,4.5,9,1537.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-573,מגורים,974.0,600.0,932.0,0,0,10,8.0,9,1574.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-582,מגורים,791.0,420.0,815.0,0,0,7,15.0,6,1211.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-583,מגורים,628.0,360.0,667.0,0,0,6,15.0,5,988.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-713,מגורים,634.0,360.0,653.0,0,0,6,17.0,5,994.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-514,מגורים,949.0,600.0,990.0,0,0,10,8.0,9,1549.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-720,מגורים,640.0,360.0,804.0,0,0,6,17.0,5,1000.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-605,מגורים,495.0,300.0,640.0,0,0,5,11.5,4,795.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-612,מגורים,640.0,360.0,669.0,0,0,6,20.0,6,1000.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-738,מגורים,621.0,360.0,652.0,0,0,6,20.0,6,981.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-616,מגורים,680.0,360.0,768.0,0,0,6,20.0,6,1040.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-620,מגורים,678.0,360.0,631.0,0,0,6,17.0,5,1038.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-743,מגורים,609.0,360.0,704.0,0,0,6,17.0,5,969.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-750,מגורים,602.0,420.0,713.0,0,0,7,20.0,6,1022.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-757,מגורים,647.0,360.0,668.0,0,0,6,17.0,5,1007.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-639,מגורים,638.0,360.0,640.0,0,0,6,23.0,6,998.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-644,מגורים,608.0,360.0,640.0,0,0,6,20.0,6,968.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-656,מגורים,765.0,420.0,957.0,0,0,7,20.0,6,1185.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-659,מגורים,606.0,360.0,653.0,0,0,6,20.0,6,966.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
304-0207985,304-0207985-1201,מגורים מסחר ותעסוקה,2832.0,6680.0,2563.0,0,0,14,20.0,6,9512.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
